frame,x1,y1,x2,y2
1264,882.0,460.0,1306.0,393.0
1265,858.0,450.0,1320.0,376.0
1266,830.0,446.0,1341.0,362.0
1267,799.0,462.0,1376.0,331.0
1268,771.0,434.0,1398.0,310.0
1269,746.0,426.0,1408.0,302.0
1270,724.0,421.0,1420.0,300.0
1271,709.0,420.0,1425.0,300.0
1272,698.0,420.0,1430.0,300.0
1273,686.0,420.0,1437.0,301.0
1274,676.0,420.0,1444.0,304.0
1275,668.0,421.0,1455.0,304.0
1276,662.0,422.0,1469.0,303.0
1277,658.0,424.0,1486.0,303.0
1278,656.0,427.0,1504.0,307.0
1279,655.0,430.0,1524.0,306.0
1280,653.0,434.0,1550.0,312.0
1281,652.0,438.0,1575.0,314.0
1282,650.0,442.0,1597.0,317.0
1283,649.0,447.0,1617.0,313.0
1284,648.0,449.0,1631.0,315.0
1285,647.0,451.0,1647.0,314.0
1286,645.0,452.0,1663.0,317.0
1287,642.0,453.0,1676.0,315.0
1288,638.0,456.0,1689.0,315.0
1289,633.0,458.0,1699.0,316.0
1290,626.0,459.0,1704.0,315.0
1291,622.0,461.0,1706.0,311.0
1292,619.0,461.0,1707.0,310.0
1293,616.0,462.0,1708.0,309.0
1294,615.0,463.0,1709.0,310.0
1295,614.0,465.0,1709.0,308.0
1296,612.0,465.0,1711.0,308.0
1297,611.0,465.0,1711.0,308.0
1298,609.0,464.0,1711.0,303.0
1299,607.0,461.0,1711.0,299.0
1300,608.0,459.0,1711.0,297.0
1301,608.0,456.0,1714.0,296.0
1302,607.0,450.0,1714.0,301.0
1303,607.0,439.0,1714.0,361.0
1304,607.0,425.0,1713.0,365.0
1305,606.0,412.0,1713.0,367.0
1306,606.0,405.0,1713.0,368.0
1307,606.0,404.0,1713.0,368.0
1308,606.0,403.0,1713.0,369.0
1309,607.0,401.0,1713.0,371.0
1310,607.0,398.0,1714.0,372.0
1311,607.0,395.0,1714.0,377.0
1312,607.0,395.0,1713.0,380.0
1313,606.0,393.0,1713.0,380.0
1314,604.0,393.0,1713.0,376.0
1315,603.0,392.0,1712.0,370.0
1316,601.0,391.0,1712.0,366.0
1317,600.0,391.0,1712.0,378.0
1318,600.0,391.0,1712.0,375.0
1319,599.0,391.0,1711.0,374.0
1320,599.0,391.0,1711.0,373.0
1321,597.0,390.0,1712.0,371.0
1322,597.0,390.0,1712.0,372.0
1323,596.0,390.0,1712.0,377.0
1324,596.0,391.0,1712.0,377.0
1325,596.0,390.0,1712.0,376.0
1326,595.0,390.0,1712.0,375.0
1327,596.0,390.0,1712.0,375.0
1328,597.0,390.0,1712.0,375.0
1329,600.0,388.0,1708.0,374.0
1330,605.0,387.0,1699.0,373.0
1331,612.0,389.0,1684.0,372.0
1332,619.0,389.0,1662.0,372.0
1333,628.0,388.0,1644.0,371.0
1334,636.0,387.0,1654.0,374.0
1335,642.0,387.0,1675.0,377.0
1336,649.0,386.0,1684.0,376.0
1337,654.0,385.0,1683.0,377.0
1338,659.0,385.0,1684.0,374.0
1339,659.0,385.0,1690.0,374.0
1340,659.0,385.0,1690.0,376.0
1341,659.0,385.0,1688.0,376.0
1342,659.0,385.0,1688.0,375.0
1343,659.0,385.0,1691.0,377.0
1344,659.0,385.0,1694.0,380.0
1345,659.0,385.0,1692.0,393.0
1346,659.0,385.0,1673.0,399.0
1347,659.0,385.0,1652.0,399.0
1348,659.0,385.0,1710.0,358.0
1349,659.0,385.0,1711.0,342.0
1350,659.0,385.0,1728.0,305.0
1351,660.0,385.0,1751.0,269.0
1352,659.0,385.0,1788.0,228.0
1353,659.0,385.0,1830.0,230.0
1354,659.0,385.0,,
1355,660.0,385.0,,
1356,659.0,385.0,,
1357,659.0,386.0,,
1358,659.0,386.0,,
1359,660.0,385.0,,
1360,659.0,385.0,,
1361,659.0,385.0,,
1362,659.0,385.0,,
1363,659.0,385.0,,
1364,659.0,385.0,,
1365,659.0,385.0,,
1366,659.0,385.0,,
1367,659.0,385.0,,
1368,660.0,386.0,,
1369,659.0,385.0,,
1370,659.0,385.0,,
1371,659.0,385.0,,
1372,659.0,385.0,,
1373,659.0,385.0,,
1374,658.0,385.0,,
1375,658.0,385.0,,
1376,658.0,385.0,,
1377,658.0,385.0,,
1378,658.0,385.0,,
1379,657.0,385.0,,
1380,657.0,385.0,,
1381,657.0,385.0,,
1382,657.0,385.0,,
1383,657.0,385.0,,
1384,657.0,385.0,,
1385,657.0,385.0,,
1386,657.0,385.0,,
1387,657.0,385.0,,
1388,657.0,385.0,,
1389,657.0,385.0,,
1390,657.0,385.0,,
1391,657.0,385.0,,
1392,657.0,385.0,,
1393,657.0,385.0,,
1394,657.0,385.0,,
1395,657.0,385.0,,
1396,657.0,385.0,,
1397,657.0,385.0,,
1398,657.0,385.0,,
1399,657.0,385.0,,
1400,657.0,385.0,,
1401,657.0,385.0,,
1402,657.0,385.0,,
1403,657.0,385.0,,
1404,657.0,385.0,,
1405,657.0,385.0,,
1406,657.0,385.0,,
1407,657.0,385.0,,
1408,657.0,385.0,,
1409,657.0,385.0,,
1410,657.0,385.0,,
1411,657.0,385.0,,
1412,657.0,385.0,,
1413,657.0,385.0,,
1414,657.0,385.0,,
1415,657.0,385.0,,
1416,657.0,385.0,,
1417,656.0,385.0,,
1418,657.0,385.0,,
1419,657.0,384.0,,
1420,657.0,381.0,,
1421,656.0,381.0,,
1422,657.0,385.0,,
1423,657.0,385.0,,
1424,657.0,384.0,,
1425,657.0,385.0,,
1426,657.0,384.0,,
